result_page_item_position_index	result_page_number	search_term	url	description	from_price	to_price	fulfillment	availability	rating	duplicate_indicator
35	13	beer	https://www.walmart.com/search/?cat_id=0&page=13&ps=40&query=beer	"Classic Beer Style Series: Vienna, Marzen, Oktobefest (Fix)"	$24.04	$24.04	Sold & shipped by The Homebrew Shop Free delivery		0	N
36	13	beer	https://www.walmart.com/search/?cat_id=0&page=13&ps=40&query=beer	Home Brew Ohio Soda Making Packet-Classic Root Beer	$24.18	$24.18	Sold & shipped by Home Brew Ohio Free delivery		0	N
37	13	beer	https://www.walmart.com/search/?cat_id=0&page=13&ps=40&query=beer	Classic Beer Style Series: Scotch Ale (Greg Noonan)	$24.04	$24.04	Sold & shipped by The Homebrew Shop Free delivery		0	Y
38	13	beer	https://www.walmart.com/search/?cat_id=0&page=13&ps=40&query=beer	Home Brew Ohio Soda Making Packet-Gnome Root Beer	$21.99	$21.99	Sold & shipped by Home Brew Ohio Free delivery		0	N
39	13	beer	https://www.walmart.com/search/?cat_id=0&page=13&ps=40&query=beer	"Beck's Pilsner Beer, 22 fl. oz. Bottle, 5% ABV"				Out of stock	0	N
0	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Classic Beer Style Series: Scotch Ale (Greg Noonan)	$24.04	$24.04	Sold & shipped by The Homebrew Shop Free delivery		0	Y
1	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	IT'S BEER THIRTY EMB DT	$14.95	$14.95	Sold & shipped by The Home Outfitter Free delivery		0	N
2	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Morgan's Canadian Lager 1.5kg Beer Making Ingredient Kit	$24.99	$24.99	Sold & shipped by Home Brew Ohio Free delivery		0	N
3	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Free Beer Thermomter Made in the USA with heavy gauge steel"""	$23.00	$23.00	Sold & shipped by Garage Art Decor Free delivery		0	N
4	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"TigerFlex PVC Tubing with Rigid PVC Helix - 4"" O.D. - Per Foot -For Forced Air Systems beer keg taps TigerFlex"	$24.99	$24.99	Sold & shipped by KegWorks Free delivery		0	N
5	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Amber Glo beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
6	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Arrow Premium Beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
7	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Edelweiss Beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
8	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Lion Beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
9	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Bock Beer Wakeshua Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
10	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	BEER FRIENDS BEER CADDY	$26.00	$26.00	Sold & shipped by VHD Retail LLC Free delivery		0	N
11	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Johnson Premium Beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
12	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Home Brew Ohio Soda Making Packet-Classic Birch Beer	$24.18	$24.18	Sold & shipped by Home Brew Ohio Free delivery		0	N
13	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Ortliebs Lager Beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
14	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Beck's Beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
15	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Munich Oktoberfest Beer Wagon Scene .75L Beer Stein	$25.94	$25.94	Sold & shipped by Essence of Europe Gifts		0	N
16	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Goebel Beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
17	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Classic Beer Style Series: Bavarian Helles (Horst Dornbusch)	$27.65	$27.65	Sold & shipped by The Homebrew Shop Free delivery		0	N
18	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Classic Beer Style Series: Continental Pilsener (David Miller)	$26.45	$26.45	Sold & shipped by The Homebrew Shop Free delivery		0	N
19	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	6lb LIQUID MALT EXTRACT BAVARIAN WHEAT LME Home Beer Brewing Homebrew Recipe	$24.99	$24.99	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
20	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Emotion Lotion Root Beer 3.38oz	$25.01	$25.01	Sold & shipped by Discreet Pleasures Free delivery		0	N
21	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Morgan's Canadian India Pale Ale 1.5kg Beer Making Ingredient Kit	$27.48	$27.48	Sold & shipped by Home Brew Ohio Free delivery		0	N
22	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Classic Beer Style Series: Kolsch (Eric Warner)	$27.65	$27.65	Sold & shipped by The Homebrew Shop Free delivery		0	N
23	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Athletic Brewing Company - Craft Non-Alcoholic Beer - All Out Stout and Upside Dawn Golden Ale, Low-Calorie, Award Winning, 12 fl oz, Pack of 12"	$27.99	$27.99	Sold & shipped by Athletic Brewing Company Free delivery		0	N
24	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Classic Beer Style Series: Brown Ale (Daniels/Parker)	$27.65	$27.65	Sold & shipped by The Homebrew Shop Free delivery		0	N
25	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Brucks Jubilee Beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
26	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"American Pilsener Beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
27	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Continental Brewing Co Pale Beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
28	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Two Rivers Bock Beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
29	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Citra LupuLN2 Cryo Hops - 1 Oz. Beer Brewing Hop Pellets - 3 Pack	$25.74	$25.74	Sold & shipped by The Homebrew Shop Free delivery		0	N
30	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Classic Beer Style Series: Smoked Beers (Daniels/Larson)	$27.65	$27.65	Sold & shipped by The Homebrew Shop Free delivery		0	N
31	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Athletic Brewing Company - Craft Non-Alcoholic Beer - All Out Stout & Cerveza Atletica, Low-Calorie, Award Winning, 12 fl oz Cans, Pack of 12"	$27.99	$27.99	Sold & shipped by Athletic Brewing Company Free delivery		0	N
32	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Classic Beer Style Series: Pale Ale (Terry Foster)	$27.65	$27.65	Sold & shipped by The Homebrew Shop Free delivery		0	N
33	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Seipps Extra Pale Beer Made in the USA with heavy gauge steel"""	$26.00	$26.00	Sold & shipped by Garage Art Decor Free delivery		0	N
34	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Beer Y with 3/8 ID Bore	$28.07	$28.07	Sold & shipped by The Homebrew Shop Free delivery		0	N
35	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	QUITTER BEER CADDY	$29.00	$29.00	Sold & shipped by VHD Retail LLC Free delivery		0	N
36	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"DAD'S BEER, BEER CADDY"	$29.00	$29.00	Sold & shipped by VHD Retail LLC Free delivery		0	N
37	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	AUTCARIBLE Multi-style creative Hawaiian Tiki Cup cocktail glass beer mug red wine glass ceramic holiday islander Tiki Cup	$27.06	$47.55	Sold & shipped by EcoVe Machine Free delivery		0	N
38	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	"Bev Rite DW3212 Draft Beer Shank Assembly, 304 Grade, 2-1/8"" Long, Stainless Steel"	$30.71	$30.71	Sold & shipped by Find-It-Fast Free delivery		0	N
39	14	beer	https://www.walmart.com/search/?cat_id=0&page=14&ps=40&query=beer	Classic Beer Style Series: Barley Wine (Allen/Cantwell)	$27.65	$27.65	Sold & shipped by The Homebrew Shop Free delivery		0	Y
0	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Mnycxen Beer Foam Maker Battery Operated Beer Foamer Outdoor Accessories	$30.59	$30.59	Sold & shipped by Joybuy Express Free delivery		0	N
1	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Classic Beer Style Series: Barley Wine (Allen/Cantwell)	$27.65	$27.65	Sold & shipped by The Homebrew Shop Free delivery		0	Y
2	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Brooklyn Brewery Classic Tulip 16 Ounce Pint Glass for Craft Beer Lovers - 2 Pack (2 Glasses)	$31.71	$31.71	Sold & shipped by AMI Ventures Inc Free delivery		0	N
3	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Susquehanna Glass Munique Beer Chalices (Set of 4)	$31.99	$31.99	Sold & shipped by Overstock Free delivery		0	N
4	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	"Bev Rite 5-1/2 Inch Long Beer Nipple Shank Assembly, Chrome Plated, 3/16 Inch ID Bore"	$31.22	$31.22	Sold & shipped by Find-It-Fast Free delivery		0	N
5	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	German Castle Engraved Ceramic Beer Stein	$32.44	$32.44	Sold & shipped by Essence of Europe Gifts		0	N
6	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Didtye Beer Foam Maker Battery Operated Beer Foamer Outdoor Accessories	$29.19	$29.19	Sold & shipped by Joybuy Free delivery		0	N
7	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	YOU HAD ME BEER CADDY	$29.00	$29.00	Sold & shipped by VHD Retail LLC Free delivery		0	N
8	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Austin Homebrew Clone Recipe Patty's Chili Beer (23A) - ALL GRAIN	$33.23	$33.23	Sold & shipped by The Homebrew Shop Free delivery		0	N
9	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	"Beer Bong, Green, Holds approximately two 12oz beers By True Ship from US"	$32.67	$32.67	Sold & shipped by NOBLE HOUSE DEVELOPMENT INC Free delivery		0	N
10	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Beer is Coming Colossal Engraved Beer Mug	$29.95	$29.95	Sold & shipped by HomeWetBar		0	N
11	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	"24""x36"" Gallery Poster, lager bier beer 1879"	$33.95	$33.95	Sold & shipped by History Galore Free delivery		0	N
12	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Amber 22 oz Beer Bottles - 12 Per Case	$34.99	$34.99	Sold & shipped by The Homebrew Shop Free delivery		0	N
13	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Mayers Brewology 101: The Science of Making Beer - Light Continental Ale & Rich Amber Ale	$31.95	$71.95	Sold & shipped by Scientifics Direct Inc Free delivery		0	N
14	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	SAAZ KOLSCH ALE Homebrew Light Lager-like Beer Recipe Extract Ingredient Kit	$35.24	$35.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
15	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	"Spptty Vintage Wood Oak,Oak Barrel,1.5L Vintage Wood Oak Timber Wine Barrel for Beer Whiskey Rum Port"	$34.95	$34.95	Sold & shipped by OTVIAP STORE Free delivery		0	N
16	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	"Stainless Steel Dry Hopper Beer Home Brewing Filter 300 Micron Mesh for Cornelius Kegs Corney Kegs , 70mmx300mm, Material: Stainless Steel By nasisa"	$36.99	$36.99	Sold & shipped by ITIStore Free delivery		0	N
17	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	DUKE IT OUT ESB ALE Extract Beer Brewing recipe Homebrew kit Malt hops & grains	$37.24	$37.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
18	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Austin Homebrew Clone Recipe Patty's Chili Beer (23A) - MINI MASH	$35.39	$35.39	Sold & shipped by The Homebrew Shop Free delivery		0	N
19	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Austin Homebrew Clone Recipe Sierra Nevada Wheat Beer (6D) - ALL GRAIN	$35.93	$35.93	Sold & shipped by The Homebrew Shop Free delivery		0	N
20	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	HBS 1550 Extract Beer Brewing recipe Homebrew kit Malt & hops (New Belgium 1554)	$37.24	$37.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
21	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Beer Foam Maker Battery Operated Beer Foamer Outdoor Accessories	$35.85	$35.85	Sold & shipped by Joybuy Free delivery		0	N
22	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	"Ginger Beer Made in the USA with heavy gauge steel"""	$36.00	$36.00	Sold & shipped by Garage Art Decor Free delivery		0	N
23	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Personalized Bucket List Beer Bucket	$32.75	$32.75	Sold & shipped by Unique's Shop		0	N
24	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	VIENNA LAGER Extract Beer Brewing recipe Homebrew kit Malt & hops ingredients	$38.24	$38.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
25	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	SMOKED SCOTTISH ALE Extract Beer Brewing recipe Homebrew kit Malt hops & grains	$37.24	$37.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
26	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Austin Homebrew Clone Recipe Rolling Rock Beer (1B) - MINI MASH	$38.68	$38.68	Sold & shipped by The Homebrew Shop Free delivery		0	N
27	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	"Bev Rite Draft Beer Shank Assembly - 304 Grade Stainless Steel, 4-1/8 inch Long"	$37.04	$37.04	Sold & shipped by Find-It-Fast Free delivery		0	N
28	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Belgian Beer Glass - 13 oz - 4 Pack	$38.00	$38.00	Sold & shipped by KegWorks		0	N
29	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Austin Homebrew Clone Recipe Lone Star Beer (1B) - MINI MASH	$36.62	$36.62	Sold & shipped by The Homebrew Shop Free delivery		0	N
30	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	ABC Beer Kit Draught	$37.00	$37.00	Sold & shipped by ABC Crafted Series Free delivery		0	N
31	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	IRISH STOUT ALE Extract Beer Brewing recipe Homebrew kit Malt hops & grains	$40.24	$40.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
32	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Spring Fling Lime Ale 5 Gallon Homebrew Beer Ingredient Kit	$40.99	$40.99	Sold & shipped by My Brew Supply Free delivery		0	N
33	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Beer Bottles - 1 L Amber Flip-Tops - Case of 6	$35.74	$35.74	Sold & shipped by WMKOnline Free delivery		0	N
34	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Austin Homebrew California Common Beer (7B) - ALL GRAIN	$38.53	$38.53	Sold & shipped by The Homebrew Shop Free delivery		0	N
35	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	BELGIAN SAISON Extract Beer Brewing recipe Homebrew kit Malt & hops ingredients	$39.24	$39.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
36	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Scottish Ale 5 Gallon Homebrew Beer Ingredient Kit	$41.99	$41.99	Sold & shipped by My Brew Supply Free delivery		0	Y
37	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Bayern Coat of Arms Engraved Beer Stein	$38.94	$38.94	Sold & shipped by Essence of Europe Gifts		0	N
38	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	RYE-RISH RED ALE Extract Beer Brewing recipe Homebrew kit Malt hops & grains	$38.99	$38.99	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
39	15	beer	https://www.walmart.com/search/?cat_id=0&page=15&ps=40&query=beer	Traditional BOCK ALT Extract Beer Brewing recipe Homebrew kit Malt & hops	$39.24	$39.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	Y
0	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	"Keep On Keepin' On Session IPA, Beer Making Ingredient Extract Kit"	$39.96	$39.96	Sold & shipped by Jasper's Homebrew Supply Co Free delivery		0	N
1	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Traditional BOCK ALT Extract Beer Brewing recipe Homebrew kit Malt & hops	$39.24	$39.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	Y
2	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Scottish Ale 5 Gallon Homebrew Beer Ingredient Kit	$41.99	$41.99	Sold & shipped by My Brew Supply Free delivery		0	Y
3	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	English Pale Ale 5 Gallon Homebrew Beer Ingredient Kit	$40.99	$40.99	Sold & shipped by My Brew Supply Free delivery		0	N
4	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Betterlife Beer Foam Maker Battery Operated Beer Foamer Outdoor Accessories	$39.70	$39.70	Sold & shipped by Envisioned Software Free delivery		0	N
5	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	RYE IPA Extract Beer Brewing recipe Homebrew kit Malt hops & grain ingredients	$40.24	$40.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
6	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	WINTER JUBILATION ALE Extract Beer Brewing recipe Homebrew kit Malt hops & grain	$40.24	$40.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
7	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	NIGHT CAP STOUT ALE Extract Beer Brewing recipe Homebrew kit Malt hops & grains	$40.24	$40.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
8	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Treefloewr Beer Foam Maker Battery Operated Beer Foamer Outdoor Accessories	$36.80	$36.80	Sold & shipped by Joybuy Free delivery		0	N
9	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Austin Homebrew Clone Recipe Answer Dark Wheat Beer (6D) - ALL GRAIN	$41.48	$41.48	Sold & shipped by The Homebrew Shop Free delivery		0	N
10	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	ABC Beer Kit Wheat Beer	$37.00	$37.00	Sold & shipped by ABC Crafted Series Free delivery		0	N
11	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Oatmeal Stout 5 Gallon Homebrew Beer Extract Ingredient Kit	$41.99	$41.99	Sold & shipped by My Brew Supply Free delivery		0	N
12	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	"BALTIC PORTER ALE Extract Beer Brewing recipe Homebrew kit Malt, hops, grains"	$41.24	$41.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
13	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	BLACK HILLS PORTER Homebrew Beer Recipe Ingredient Kit	$41.24	$41.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
14	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Cascade LupuLN2 Cryo Hops - 1 Oz. Beer Brewing Pellets - 6 Pack	$37.37	$37.37	Sold & shipped by The Homebrew Shop Free delivery		0	N
15	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Austin Homebrew Clone Recipe Boulevard's Unfiltered Wheat Beer (6D) - MINI MASH	$41.84	$41.84	Sold & shipped by The Homebrew Shop Free delivery		0	N
16	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Austin Homebrew Clone Recipe Negra Modelo Dark Beer (3A) - MINI MASH	$42.46	$42.46	Sold & shipped by The Homebrew Shop Free delivery		0	N
17	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Milk Stout 5 Gallon Homebrew Beer Extract Ingredient Kit	$43.99	$43.99	Sold & shipped by My Brew Supply Free delivery		0	N
18	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Lime Long Neck Counter Display (Beer Salt)	$42.00	$42.00	"Sold & shipped by BuilderDepot, Inc."		0	N
19	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Austin Homebrew Clone Recipe Blue Star Wheat Beer (6D) - MINI MASH	$44.04	$44.04	Sold & shipped by The Homebrew Shop Free delivery		0	N
20	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Dunkelweizen 5 Gallon Homebrew Beer Ingredient Kit	$42.99	$42.99	Sold & shipped by My Brew Supply Free delivery		0	N
21	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Austin Homebrew California Common Beer (7B) - MINI MASH	$43.00	$43.00	Sold & shipped by The Homebrew Shop Free delivery		0	N
22	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Austin Homebrew Clone Recipe Rolling Rock Beer (1B) - ALL GRAIN	$37.92	$37.92	Sold & shipped by The Homebrew Shop Free delivery		0	N
23	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Root Beer Barrels (5 lbs.)	$38.00	$38.00	Sold & shipped by Azzle Wholesale Mart Free delivery		0	N
24	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Weizenbier 5 Gallon Homebrew Beer Ingredient Kit	$42.99	$42.99	Sold & shipped by My Brew Supply Free delivery		0	N
25	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Austin Homebrew Clone Recipe Grain Belt Premium Beer (1B) - MINI MASH	$43.01	$43.01	Sold & shipped by The Homebrew Shop Free delivery		0	N
26	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	EVA Beer Line Tubing - 3/16 in (5 mm) ID - 30 m Roll	$43.18	$43.18	Sold & shipped by Find-It-Fast Free delivery		0	N
27	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	GERMAN BROWN ALT ALE Extract Beer Brewing recipe Homebrew kit Malt hops & grains	$38.24	$38.24	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
28	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Belgian Saison Hombrew 5 Gallon Beer Extract Ingredient Recipe Kit	$43.99	$43.99	Sold & shipped by My Brew Supply Free delivery		0	N
29	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Austin Homebrew Clone Recipe Anchor Steam Beer (7B) - MINI MASH	$42.51	$42.51	Sold & shipped by The Homebrew Shop Free delivery		0	N
30	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Austin Homebrew Belgian White Beer (16A) - ALL GRAIN	$43.07	$43.07	Sold & shipped by The Homebrew Shop Free delivery		0	N
31	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Vanilla Cream Ale 5 Gallon Homebrew Beer Ingredient Kit	$43.99	$43.99	Sold & shipped by My Brew Supply Free delivery		0	N
32	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Blueberry Cream Ale 5 Gallon Homebrew Beer Extract Ingredient Kit	$43.99	$43.99	Sold & shipped by My Brew Supply Free delivery		0	N
33	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	"Daredevil American IPA, Beer Making Ingredient Extract Kit"	$42.96	$42.96	Sold & shipped by Jasper's Homebrew Supply Co Free delivery		0	N
34	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Neuschwanstein Ludwigs Castle Beer Stein 0.55L	$38.94	$38.94	Sold & shipped by Essence of Europe Gifts		0	N
35	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Austin Homebrew Clone Recipe Anchor Steam Beer (7B) - EXTRACT	$46.27	$46.27	Sold & shipped by The Homebrew Shop Free delivery		0	N
36	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Personalized Brewed To Perfection Beer Caddy	$45.99	$45.99	 Free deliveryFree pickup		0	N
37	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	DAD'S PALE ALE Extract Beer recipe Homebrew kit Malt and hops ingredients	$44.99	$44.99	Sold & shipped by Home Brew Stuff Inc Free delivery		0	N
38	16	beer	https://www.walmart.com/search/?cat_id=0&page=16&ps=40&query=beer	Peanut Butter Cream Ale 5 Gallon Homebrew Beer Ingredient Kit	$43.99	$43.99	Sold & shipped by My Brew Supply Free delivery		0	Y
